#-----------------------------------------------------------
# xsim v2025.1.1 (64-bit)
# SW Build 6233196 on Thu Sep 11 21:27:30 MDT 2025
# IP Build 6232796 on Fri Sep 12 01:46:16 MDT 2025
# SharedData Build 6233195 on Thu Sep 11 17:56:43 MDT 2025
# Start of session at: Wed Jan 28 14:46:05 2026
# Process ID         : 18528
# Current directory  : C:/Users/Nader/apb_dpmem/tb/oop
# Command line       : xsim.exe -mode tcl -source {xsim.dir/top/xsim_script.tcl}
# Log file           : C:/Users/Nader/apb_dpmem/tb/oop/xsim.log
# Journal file       : C:/Users/Nader/apb_dpmem/tb/oop\xsim.jou
# Running On         : Legion
# Platform           : Windows Server 2016 or Windows 10
# Operating System   : 26100
# Processor Detail   : 13th Gen Intel(R) Core(TM) i9-13900H
# CPU Frequency      : 2995 MHz
# CPU Physical cores : 14
# CPU Logical cores  : 20
# Host memory        : 16961 MB
# Swap memory        : 16106 MB
# Total Virtual      : 33067 MB
# Available Virtual  : 6781 MB
#-----------------------------------------------------------
source xsim.dir/top/xsim_script.tcl
# xsim {top} -autoloadwcfg -runall
Time resolution is 1 ps
run -all

Time: 0 fs Started: 0 fs Scope: /top/dut/apb_asserts_dut File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line:47
Error: ASSERT ERROR: Signal PSEL is INVALID @ time=0
Time: 0 ps  Iteration: 0  Process: /top/dut/apb_asserts_dut//top/dut/apb_asserts_dut  Scope: top.dut.apb_asserts_dut  File: C:/Users/Nader/apb_dpmem/tb/oop/apb_assertions.sv Line: 48
Initializing the APB_DPMEM slave and Scoreboard memories
   i	 APB_DPMEM	 SCB_MEM
  PSTRB:           0101
  MEM BEFORE WRITE:0xcf2dd075:
  MEM AFTER WRITE: 0xcf17d001:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20310.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20310.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xdbbe680f
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20310.000 ns

  PADDR:    0x00000080 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xdbbe680f:
  PRDATA:   0xdbbe680f:

Scoreboard MATCH! 
The READ Counter = 193
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x8. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 20340 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20350.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xc8a6adc4
   PSTRB:             1100
   b2b_tnxs:          NO
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20350.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000008
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xc8a6adc4
   PSTRB:   1100

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20350.000 ns

  PADDR:           0x00000008 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xc8a6adc4
  PSTRB:           1100
  MEM BEFORE WRITE:0xf1d9fce3:
  MEM AFTER WRITE: 0xf1d9fce3:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20460.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x3e1fadd9
   PSTRB:             0001
   b2b_tnxs:          NO
   # of idle cycles:  5
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20460.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000200
   PWRITE:  1 : WRITE TNX
   PWDATA:  0x3e1fadd9
   PSTRB:   0001

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20460.000 ns

  PADDR:           0x00000200 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0x3e1fadd9
  PSTRB:           0001
  MEM BEFORE WRITE:0x02869124:
  MEM AFTER WRITE: 0x028691d9:
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x4. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 20480 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20490.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000004
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xa680efc3
   PSTRB:             0011
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20490.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000004
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xa680efc3
   PSTRB:   0011

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20490.000 ns

  PADDR:           0x00000004 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xa680efc3
  PSTRB:           0011
  MEM BEFORE WRITE:0x98c0b231:
  MEM AFTER WRITE: 0x98c0b231:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20530.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000040
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20530.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000040
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x2b6ad33e
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20530.000 ns

  PADDR:    0x00000040 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x2b6ad33e:
  PRDATA:   0x2b6ad33e:

Scoreboard MATCH! 
The READ Counter = 194
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20590.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000020
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xa293b0ac
   PSTRB:             0001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20590.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000020
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xa293b0ac
   PSTRB:   0001

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20590.000 ns

  PADDR:           0x00000020 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xa293b0ac
  PSTRB:           0001
  MEM BEFORE WRITE:0x8a80eea7:
  MEM AFTER WRITE: 0x8a80eeac:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20630.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20630.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xd934ecb2
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20630.000 ns

  PADDR:    0x00000002 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xd934ecb2:
  PRDATA:   0xd934ecb2:

Scoreboard MATCH! 
The READ Counter = 195
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20670.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000080
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20670.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000080
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xdbbe680f
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20670.000 ns

  PADDR:    0x00000080 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xdbbe680f:
  PRDATA:   0xdbbe680f:

Scoreboard MATCH! 
The READ Counter = 196
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20710.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000010
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20710.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000010
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x02b7917a
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20710.000 ns

  PADDR:    0x00000010 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x02b7917a:
  PRDATA:   0x02b7917a:

Scoreboard MATCH! 
The READ Counter = 197
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20750.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000200
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20750.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000200
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x028691d9
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20750.000 ns

  PADDR:    0x00000200 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x028691d9:
  PRDATA:   0x028691d9:

Scoreboard MATCH! 
The READ Counter = 198
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x8. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 20770 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20780.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xcc59e4bf
   PSTRB:             0110
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20780.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000008
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xcc59e4bf
   PSTRB:   0110

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20780.000 ns

  PADDR:           0x00000008 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xcc59e4bf
  PSTRB:           0110
  MEM BEFORE WRITE:0xf1d9fce3:
  MEM AFTER WRITE: 0xf1d9fce3:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20840.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xec0afde6
   PSTRB:             0001
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20840.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xec0afde6
   PSTRB:   0001

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20840.000 ns

  PADDR:           0x00000100 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xec0afde6
  PSTRB:           0001
  MEM BEFORE WRITE:0xcf17d001:
  MEM AFTER WRITE: 0xcf17d0e6:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20880.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000008
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20880.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000008
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xf1d9fce3
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20880.000 ns

  PADDR:    0x00000008 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xf1d9fce3:
  PRDATA:   0xf1d9fce3:

Scoreboard MATCH! 
The READ Counter = 199
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20920.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000004
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20920.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000004
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x98c0b231
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20920.000 ns

  PADDR:    0x00000004 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0x98c0b231:
  PRDATA:   0x98c0b231:

Scoreboard MATCH! 
The READ Counter = 200
+-------------------------+

Error: DUT ERROR: YOU ARE TRYING TO WRITE TO THE ADDRESS=0x2. 
ADDRESSES FROM 0x0 till 0xf are READ ONLY
Time: 20970 ns  Iteration: 1  Process: /top/dut/Always105_54  Scope: top.dut  File: C:/Users/Nader/apb_dpmem/src/apb_dpmem.sv Line: 113

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 20980.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000002
   PWRITE:            1 : WRITE TNX
   PWDATA:            0xbed0ecc2
   PSTRB:             0001
   b2b_tnxs:          NO
   # of idle cycles:  3
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 20980.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000002
   PWRITE:  1 : WRITE TNX
   PWDATA:  0xbed0ecc2
   PSTRB:   0001

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0x00000000
   PSLVERR: 1
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 20980.000 ns

  PADDR:           0x00000002 
  PWRITE:          1 : WRITE TNX
  PWDATA:          0xbed0ecc2
  PSTRB:           0001
  MEM BEFORE WRITE:0xd934ecb2:
  MEM AFTER WRITE: 0xd934ecb2:
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 21020.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           1 
   PADDR:             0x00000100
   PWRITE:            0 : READ TNX
   PWDATA:            0x00000000
   PSTRB:             0000
   b2b_tnxs:          YES
   # of idle cycles:  0
+-------------------------+

+-------------------------+
+ MONITOR +
+-------------------------+
 Time: 21020.000 ns

  INPUT SIGNALS:
   Name     Value
   +----------------------+
   PRESETn: 1 
   PADDR:   0x00000100
   PWRITE:  0 : READ TNX
   PWDATA:  0x00000000
   PSTRB:   0000

  OUTPUT SIGNALS:
   Name     Value
   +----------------------+
   PREADY:  1 
   PRDATA:  0xcf17d0e6
   PSLVERR: 0
+-------------------------+

+-------------------------+
- SCOREBOARD
+-------------------------+
 Time: 21020.000 ns

  PADDR:    0x00000100 
  PWRITE:   0 : READ TNX
  SCB_MEM:  0xcf17d0e6:
  PRDATA:   0xcf17d0e6:

Scoreboard MATCH! 
The READ Counter = 201
+-------------------------+

+-------------------------+
+ DRIVER +
+-------------------------+
 Time: 21030.000 ns

   Name               Value
   +-------------------------+
   PRESETn:           0 
   PADDR:             0x00000080
   PWRITE:            1 : WRITE TNX
   PWDATA:            0x14908e20
